   0.0000000000000000e+00	   1.0000000000000000e+00	   1.2029737156787408e+00	
   2.8000000000000824e-01	   1.0000000000000000e+00	   1.6193539403977368e+00	
   5.6000000000000227e-01	   1.0000000000000000e+00	   1.9602572353486996e+00	
   8.4000000000000341e-01	   1.0000000000000000e+00	   2.2393652467506668e+00	
   1.1200000000000045e+00	   0.0000000000000000e+00	   2.4678795591158975e+00	
   1.4000000000000057e+00	   0.0000000000000000e+00	   2.0205288899407163e+00	
   1.6800000000000068e+00	   1.0000000000000000e+00	   1.6542691396769815e+00	
   1.9600000000000080e+00	   1.0000000000000000e+00	   1.9888433827484637e+00	
   2.2400000000000091e+00	   1.0000000000000000e+00	   2.2627696047388741e+00	
   2.5200000000000031e+00	   1.0000000000000000e+00	   2.4870414267568890e+00	
   2.8000000000000043e+00	   1.0000000000000000e+00	   2.6706596644918696e+00	
   3.0800000000000054e+00	   0.0000000000000000e+00	   2.8209935625514819e+00	
   3.3600000000000065e+00	   0.0000000000000000e+00	   2.3096341838959136e+00	
   3.6400000000000077e+00	   1.0000000000000000e+00	   1.8909685347157512e+00	
   3.9200000000000088e+00	   1.0000000000000000e+00	   2.1826364567016583e+00	
   4.2000000000000028e+00	   0.0000000000000000e+00	   2.4214339541178695e+00	
   4.4800000000000040e+00	   1.0000000000000000e+00	   1.9825024447835187e+00	
   4.7600000000000051e+00	   1.0000000000000000e+00	   2.2575780838236135e+00	
   5.0400000000000063e+00	   0.0000000000000000e+00	   2.4827909689283176e+00	
   5.3200000000000074e+00	   0.0000000000000000e+00	   2.0327373197258938e+00	
   5.6000000000000085e+00	   0.0000000000000000e+00	   1.6642645565888994e+00	
   5.8800000000000026e+00	   1.0000000000000000e+00	   1.3625845737370232e+00	
   6.1600000000000037e+00	   0.0000000000000000e+00	   1.7500322584152173e+00	
   6.4400000000000048e+00	   1.0000000000000000e+00	   1.4328052288430522e+00	
   6.7200000000000060e+00	   0.0000000000000000e+00	   1.8075240682518057e+00	
   7.0000000000000071e+00	   1.0000000000000000e+00	   1.4798755416063782e+00	
   7.2800000000000082e+00	   0.0000000000000000e+00	   1.8460619808681398e+00	
   7.5600000000000023e+00	   0.0000000000000000e+00	   1.5114277158248028e+00	
   7.8400000000000034e+00	   1.0000000000000000e+00	   1.2374523520001748e+00	
   8.1200000000000045e+00	   0.0000000000000000e+00	   1.6475826602782864e+00	
   8.4000000000000057e+00	   0.0000000000000000e+00	   1.3489265922078661e+00	
   8.6800000000000068e+00	   0.0000000000000000e+00	   1.1044076846852620e+00	
   8.9600000000000080e+00	   1.0000000000000000e+00	   9.0421253538747470e-01	
   9.2400000000000091e+00	   1.0000000000000000e+00	   1.3747489742674017e+00	
   9.5200000000000102e+00	   1.0000000000000000e+00	   1.7599916272221963e+00	
   9.8000000000000114e+00	   0.0000000000000000e+00	   2.0754016345936348e+00	
